"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="1488864144115214771",="1488864144114214771","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-16 17:45:08","2022-02-16 17:46:46"
="1488864144116214771",="1488864144114214771","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","1001-001","null","null","null","买家已付款，等待卖家发货","1001-001",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:45:08","2022-02-16 17:46:46"
="2472207409633477530",="2472207409632477530","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443002042",="null","160.47","160.47","没有申请退款","无退款申请","2022-02-16 17:34:48","2022-02-16 17:34:59"
="2472207409634477530",="2472207409632477530","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:34:48","2022-02-16 17:34:59"
="2473189527596915561",="2473189527595915561","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","买家已付款，等待卖家发货","9343443000307",="null","274.30","274.30","买家已经申请退款，等待卖家同意","0.00","2022-02-16 17:31:24","2022-02-16 17:31:31"
="2473189527597915561",="2473189527595915561","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:31:24","2022-02-16 17:31:31"
="2473188447181408727",="2473188447180408727","【暖春价】lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005500","颜色分类：粉红色（四季通用款） 1.0TOG;长度：【建议大一码】L码：8.5-11kg (约6-9个月)","null","null","买家已付款，等待卖家发货","9343443005500",="null","332.85","332.85","没有申请退款","无退款申请","2022-02-16 17:30:13","2022-02-16 17:30:30"
="2473188447182408727",="2473188447180408727","【暖春价】Love to dream 婴儿襁褓睡袋过渡期可拆袖春季款分腿式睡袋","499.00","1","9343443006682","颜色分类：粉红色 (春夏轻薄款) 0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","买家已付款，等待卖家发货","9343443006682",="null","332.86","332.86","没有申请退款","无退款申请","2022-02-16 17:30:13","2022-02-16 17:30:30"
="2473188447183408727",="2473188447180408727","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:30:13","2022-02-16 17:30:30"
="1489791291756006772",="1489791291755006772","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","买家已付款，等待卖家发货","9343443000840",="null","315.76","315.76","没有申请退款","无退款申请","2022-02-16 17:25:32","2022-02-16 17:25:36"
="1489791291757006772",="1489791291755006772","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:25:32","2022-02-16 17:25:36"
="2472512366206821737",="2472512366205821737","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443005920",="null","166.08","166.08","没有申请退款","无退款申请","2022-02-16 17:22:40","2022-02-16 17:22:51"
="2472512366207821737",="2472512366205821737","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:22:40","2022-02-16 17:22:51"
="1489788375883078475",="1489788375882078475","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443002257",="null","153.63","153.63","没有申请退款","无退款申请","2022-02-16 17:22:34","2022-02-16 17:22:42"
="1489788375884078475",="1489788375882078475","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:22:34","2022-02-16 17:22:42"
="1489732970335133579",="1489732970334133579","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","买家已付款，等待卖家发货","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-16 17:16:35","2022-02-16 17:16:45"
="1489732970336133579",="1489732970334133579","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:16:35","2022-02-16 17:16:45"
="2472483962604481352",="2472483962603481352","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","买家已付款，等待卖家发货","9343443000840",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-16 17:09:49","2022-02-16 17:09:53"
="2472483962605481352",="2472483962603481352","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:09:49","2022-02-16 17:09:53"
="2472473450719481352",="2472473450718481352","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","交易关闭","9343443000840",="null","336.00","336.00","退款成功","336.00","2022-02-16 17:04:49","2022-02-16 17:04:53"
="2472473450720481352",="2472473450718481352","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","交易关闭","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:04:49","2022-02-16 17:04:53"
="2473128759871538520",="2473128759870538520","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","买家已付款，等待卖家发货","9343443000321",="null","285.37","285.37","没有申请退款","无退款申请","2022-02-16 17:01:16","2022-02-16 17:01:20"
="2473128759872538520",="2473128759870538520","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","买家已付款，等待卖家发货","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 17:01:16","2022-02-16 17:01:20"
="2473114971184921860",="2473114971183921860","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-16 16:52:45","2022-02-16 16:52:49"
="2473114971185921860",="2473114971183921860","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 16:52:45","2022-02-16 16:52:49"
="2472416318401305404",="2472416318400305404","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","137.67","127.35","没有申请退款","无退款申请","2022-02-16 16:33:57","2022-02-16 16:34:09"
="2472416318402305404",="2472416318400305404","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 16:33:57","2022-02-16 16:34:09"
="2471036040268843563",="2471036040267843563","【暖春价】Love to dream 婴儿睡袋襁褓新生儿保暖睡袋防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【建议大一码】L码：8.5-11kg (约至6个月)","null","null","卖家已发货，等待买家确认","9343443002264",="null","137.71","137.71","没有申请退款","无退款申请","2022-02-16 16:32:26","2022-02-16 16:32:29"
="2471036040269843563",="2471036040267843563","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 16:32:26","2022-02-16 16:32:29"
="1489620145648190579",="1489620145647190579","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","305.02","305.02","没有申请退款","无退款申请","2022-02-16 16:13:47","2022-02-16 16:13:51"
="1489620145649190579",="1489620145647190579","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 16:13:47","2022-02-16 16:13:51"
="2472370850981524926",="2472370850980524926","【暖春价】Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","336.00","336.00","没有申请退款","无退款申请","2022-02-16 16:11:30","2022-02-16 16:11:34"
="2472370850982524926",="2472370850980524926","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 16:11:30","2022-02-16 16:11:34"
="2470988232597417318",="2470988232596417318","【暖春价】Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","116.17","116.17","没有申请退款","无退款申请","2022-02-16 16:07:01","2022-02-16 16:07:18"
="2470988232598417318",="2470988232596417318","lovetodream旗舰店赠品专用链接单拍无效","15.00","1","null","null","null","null","卖家已发货，等待买家确认","null",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-16 16:07:01","2022-02-16 16:07:18"
