"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2468068130382263024",="2468068130382263024","Lovetodream 新生婴儿防惊跳睡袋宝宝襁褓投降式防踢被四季通用款","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-14 09:45:21","2022-02-14 09:45:30"
="2468052794572949160",="2468052794572949160","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-14 09:35:30","2022-02-14 09:35:42"
="2466593532359676230",="2466593532359676230","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 09:07:30","2022-02-14 09:07:49"
="2468641035821421027",="2468641035821421027","Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443004749","颜色分类：薄荷绿 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004749",="null","232.71","232.71","没有申请退款","无退款申请","2022-02-14 08:52:10","2022-02-14 08:52:14"
="2466539748833710459",="2466539748833710459","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-14 08:19:00","2022-02-14 08:19:23"
="1486867512833515977",="1486867512833515977","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","279.29","279.29","没有申请退款","无退款申请","2022-02-14 08:11:38","2022-02-14 08:11:42"
="2467611865384017414",="2467611865384017414","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-14 08:07:24","2022-02-14 08:07:41"
="1486867332021515977",="1486867332021515977","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","278.39","278.39","退款成功","278.39","2022-02-14 08:04:19","2022-02-14 08:04:23"
="2466527688125047126",="2466527688125047126","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443002264",="null","174.00","174.00","退款成功","174.00","2022-02-14 07:55:39","2022-02-14 07:55:51"
="2467575541304180842",="2467575541304180842","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102063","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易成功","9343443102063",="null","269.43","269.43","没有申请退款","无退款申请","2022-02-14 06:29:20","2022-02-14 06:29:26"
="2467918406429913800",="2467918406429913800","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 05:53:43","2022-02-14 05:53:47"
="2466484416821235539",="2466484416821235539","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-14 05:24:09","2022-02-14 05:24:13"
="2466465408578715402",="2466465408578715402","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","346.00","346.00","没有申请退款","无退款申请","2022-02-14 02:30:54","2022-02-14 02:31:04"
="2467539001900715402",="2467539001900715402","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443000321",="null","267.00","267.00","退款成功","267.00","2022-02-14 02:07:07","2022-02-14 02:07:26"
="2468507115927380854",="2468507115927380854","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","285.95","285.95","没有申请退款","无退款申请","2022-02-14 01:06:05","2022-02-14 01:06:09"
="2466437436288581817",="2466437436288581817","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-14 00:58:46","2022-02-14 00:58:51"
="2466434952054308355",="2466434952054308355","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","133.63","133.63","卖家已经同意退款，等待买家退货","0.00","2022-02-14 00:52:13","2022-02-14 00:52:24"
="2467845830924054927",="2467845830923054927","lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006835","颜色分类：粉色彩点（春夏季轻薄款）0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443006835",="null","365.57","365.57","没有申请退款","无退款申请","2022-02-14 00:31:53","2022-02-14 00:31:58"
="2467845830925054927",="2467845830923054927","lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006804","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443006804",="null","365.56","365.56","没有申请退款","无退款申请","2022-02-14 00:31:53","2022-02-14 00:31:58"
="1487721074144582484",="1487721074144582484","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","267.00","267.00","没有申请退款","无退款申请","2022-02-14 00:21:41","2022-02-14 00:21:46"
="2468461611658390861",="2468461611658390861","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","248.39","248.39","没有申请退款","无退款申请","2022-02-14 00:01:00","2022-02-14 00:01:09"
="2467448785739866638",="2467448785739866638","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443005340",="null","275.39","275.39","没有申请退款","无退款申请","2022-02-13 23:41:14","2022-02-13 23:41:17"
="2468441775133866638",="2468441775133866638","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443102070",="null","309.43","309.43","没有申请退款","无退款申请","2022-02-13 23:40:12","2022-02-13 23:40:15"
="1487768127798296080",="1487768127798296080","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","258.39","258.39","退款成功","258.39","2022-02-13 23:38:08","2022-02-13 23:38:13"
="2467420957859345710",="2467420957859345710","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","364.90","364.90","没有申请退款","无退款申请","2022-02-13 23:19:57","2022-02-13 23:20:01"
="1486805232315283591",="1486805232315283591","lovetodream婴儿睡袋一体式分腿宝宝睡袋防踢被连体睡袋哈衣爬服","329.00","1","9343443102346","颜色分类：灰色;长度：【尺码详询客服】XL码：11-14kg (约12-18个月)","null","null","交易成功","9343443102346",="null","217.42","217.42","没有申请退款","无退款申请","2022-02-13 23:19:15","2022-02-13 23:19:19"
="2467756406059121573",="2467756406059121573","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","177.33","177.33","没有申请退款","无退款申请","2022-02-13 23:09:21","2022-02-13 23:09:26"
="1487655985690854687",="1487655985690854687","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","285.50","285.50","没有申请退款","无退款申请","2022-02-13 23:08:28","2022-02-13 23:08:38"
="2466315000216214706",="2466315000216214706","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","286.59","286.59","没有申请退款","无退款申请","2022-02-13 22:59:02","2022-02-13 22:59:06"
="2468342091436991940",="2468342091435991940","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005371","颜色分类：粉红色 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443005371",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-13 22:32:48","2022-02-13 22:32:52"
="2468342091437991940",="2468342091435991940","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443009584","颜色分类：灰色波点(竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易成功","9343443009584",="null","316.00","316.00","没有申请退款","无退款申请","2022-02-13 22:32:48","2022-02-13 22:32:52"
="2468327547472553722",="2468327547472553722","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","282.85","282.85","卖家拒绝退款","0.00","2022-02-13 22:24:04","2022-02-13 22:24:13"
="2467669358042799933",="2467669358042799933","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","282.00","282.00","没有申请退款","无退款申请","2022-02-13 22:15:01","2022-02-13 22:15:08"
="1486770132545012995",="1486770132544012995","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","178.12","178.12","没有申请退款","无退款申请","2022-02-13 22:12:15","2022-02-13 22:12:20"
="1486770132546012995",="1486770132544012995","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.12","178.12","没有申请退款","无退款申请","2022-02-13 22:12:15","2022-02-13 22:12:20"
="2467648910619639114",="2467648910619639114","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-13 22:04:40","2022-02-13 22:04:49"
="2467302445353214816",="2467302445353214816","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易关闭","9343443005333",="null","266.52","266.52","退款成功","266.52","2022-02-13 22:01:50","2022-02-13 22:01:53"
="2467640594733851474",="2467640594733851474","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-13 22:00:13","2022-02-13 22:00:21"
="2468277003403479065",="2468277003403479065","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","282.57","282.57","没有申请退款","无退款申请","2022-02-13 21:56:38","2022-02-13 21:56:50"
="2467282285952543313",="2467282285952543313","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-13 21:52:41","2022-02-13 21:52:54"
="2466186156649543313",="2466186156649543313","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","238.39","238.39","退款成功","238.39","2022-02-13 21:44:51","2022-02-13 21:46:08"
="2467255933048360123",="2467255933048360123","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-13 21:35:44","2022-02-13 21:35:47"
="2468234523870072532",="2468234523870072532","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.26","178.26","没有申请退款","无退款申请","2022-02-13 21:33:38","2022-02-13 21:33:44"
="2466163584472773158",="2466163584471773158","lovetodream婴儿襁褓期睡袋防踢被防惊跳投降式睡姿四季通用","439.00","1","9343443009904","颜色分类：自然野趣（四季通用款）;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","交易成功","9343443009904",="null","296.52","274.29","没有申请退款","无退款申请","2022-02-13 21:32:31","2022-02-13 21:32:35"
="2466163584473773158",="2466163584471773158","lovetodream婴儿襁褓期睡袋防踢被防惊跳投降式睡姿四季通用","439.00","1","9343443008136","颜色分类：希望彩虹（四季通用款）;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","交易成功","9343443008136",="null","296.52","274.29","没有申请退款","无退款申请","2022-02-13 21:32:31","2022-02-13 21:32:35"
="1486741476259870494",="1486741476259870494","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-13 21:22:55","2022-02-13 21:23:05"
="2468191359299847135",="2468191359299847135","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","365.69","365.69","没有申请退款","无退款申请","2022-02-13 21:11:30","2022-02-13 21:11:34"
="2468190279015648133",="2468190279015648133","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002059","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443002059",="null","178.80","178.80","退款成功","178.80","2022-02-13 21:10:05","2022-02-13 21:10:18"
="2466095544450072944",="2466095544450072944","Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-13 20:58:20","2022-02-13 20:58:31"
="2467506494312407967",="2467506494312407967","lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005487","颜色分类：灰色（四季通用款） 1.0TOG;长度：【建议大一码】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443005487",="null","318.93","318.93","没有申请退款","无退款申请","2022-02-13 20:47:52","2022-02-13 20:47:56"
="2467139113753394717",="2467139113753394717","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","319.00","295.08","没有申请退款","无退款申请","2022-02-13 20:36:49","2022-02-13 20:38:03"
="2467129681937577140",="2467129681937577140","lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005470","颜色分类：灰色（四季通用款） 1.0TOG;长度：【建议大一码】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443005470",="null","359.00","359.00","买家已经退货，等待卖家确认收货","0.00","2022-02-13 20:32:15","2022-02-13 20:32:22"
="2467051201330460535",="2467051201330460535","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","买家已经退货，等待卖家确认收货","0.00","2022-02-13 19:52:22","2022-02-13 19:52:25"
="2467013869294296149",="2467013869294296149","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-13 19:34:19","2022-02-13 19:34:26"
="1487529049693098288",="1487529049693098288","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-13 19:28:45","2022-02-13 19:28:53"
="1487600475155130983",="1487600475155130983","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-13 18:38:07","2022-02-13 18:38:11"
="2467834023879875014",="2467834023879875014","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","175.29","175.29","没有申请退款","无退款申请","2022-02-13 18:23:24","2022-02-13 18:23:38"
="2467797339793981817",="2467797339793981817","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易成功","9343443002042",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-13 18:07:27","2022-02-13 18:07:34"
="1487567067301938176",="1487567067301938176","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002264",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-13 17:47:02","2022-02-13 17:47:11"
="1487485778837314393",="1487485778837314393","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","366.00","366.00","没有申请退款","无退款申请","2022-02-13 17:24:36","2022-02-13 17:24:40"
="2467059986187755801",="2467059986187755801","lovetodream过渡期竹纤维四季通用款襁褓防惊跳投降式睡袋","509.00","1","9343443101721","颜色分类：灰色星月（竹纤维四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443101721",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-13 17:21:43","2022-02-13 17:21:51"
="2467051310106101670",="2467051310105101670","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","283.24","283.24","没有申请退款","无退款申请","2022-02-13 17:17:47","2022-02-13 17:17:50"
="2467051310107101670",="2467051310105101670","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","283.24","283.24","没有申请退款","无退款申请","2022-02-13 17:17:47","2022-02-13 17:17:50"
="2467679907125234003",="2467679907125234003","lovetodream婴儿襁褓期睡袋防踢被防惊跳投降式睡姿四季通用","439.00","1","9343443009898","颜色分类：自然野趣（四季通用款）;长度：【尺码详询客服】S码：3.5-6kg (约1-3个月)","null","null","卖家已发货，等待买家确认","9343443009898",="null","315.75","315.75","没有申请退款","无退款申请","2022-02-13 17:17:33","2022-02-13 17:17:41"
="2467022690102026009",="2467022690102026009","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","238.39","238.39","买家已经退货，等待卖家确认收货","0.00","2022-02-13 17:06:06","2022-02-13 17:06:19"
="2467009982871919501",="2467009982871919501","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","258.39","258.39","没有申请退款","无退款申请","2022-02-13 17:02:22","2022-02-13 17:02:28"
="2467601931431525549",="2467601931431525549","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","交易关闭","9343443000840",="null","315.02","315.02","退款成功","315.02","2022-02-13 16:44:53","2022-02-13 16:44:57"
="2466937118350464726",="2466937118350464726","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","243.86","243.86","卖家已经同意退款，等待买家退货","0.00","2022-02-13 16:28:54","2022-02-13 16:29:02"
