Item ID,Qty,Rate,External ID,Date,Department,Location,Currency,Customer,Gross Amount,Price Level,VAT,PO,Payment Method,Memo,Account,Cus Checking,New Cus Checking
1850,1,195.72,JY183350844600,08/02/2022,22,76,CNY,3760095,221.16,Custom,,2457183350827889228,,2457183350827889228,2069,19,Tmall
94,1,153.65,JY184577844600,08/02/2022,22,76,CNY,3760095,173.63,Custom,,1484184577891715089,,1484184577891715089,2069,19,Tmall
1366,1,323.54,JY189142744598,06/02/2022,22,76,CNY,3760095,365.6,Custom,,1483189142781314393,,1483189142781314393,2069,19,Tmall
105,1,288.5,JY192456244601,09/02/2022,22,76,CNY,3760095,326.0,Custom,,2457192456256004930,,2457192456256004930,2069,19,Tmall
55,1,246.36,JY195561644601,09/02/2022,22,76,CNY,3760095,278.39,Custom,,2458195561659833018,,2458195561659833018,2069,19,Tmall
2981,1,271.26,JY196412244598,06/02/2022,22,76,CNY,3760095,306.52,Custom,,2452196412227605900,,2452196412227605900,2069,19,Tmall
1243,1,118.26,JY196611944601,09/02/2022,22,76,CNY,3760095,133.63,Custom,,1485196611999182292,,1485196611999182292,2069,19,Tmall
3021,1,265.79,JY199598044599,07/02/2022,22,76,CNY,3760095,300.34,Custom,,2454199598013316510,,2454199598013316510,2069,19,Tmall
104,1,304.96,JY199598044599,07/02/2022,22,76,CNY,3760095,344.6,Custom,,2454199598013316510,,2454199598013316510,2069,19,Tmall
51,1,253.4,JY202080244599,07/02/2022,22,76,CNY,3760095,286.34,Custom,,2454202080292980046,,2454202080292980046,2069,19,Tmall
55,1,210.96,JY202774344599,07/02/2022,22,76,CNY,3760095,238.39,Custom,,2455202774318416071,,2455202774318416071,2069,19,Tmall
92,1,158.33,JY203486244599,07/02/2022,22,76,CNY,3760095,178.91,Custom,,2454203486283882271,,2454203486283882271,2069,19,Tmall
55,1,253.27,JY204411244600,08/02/2022,22,76,CNY,3760095,286.19,Custom,,2457204411298373922,,2457204411298373922,2069,19,Tmall
51,1,252.53,JY205453944600,08/02/2022,22,76,CNY,3760095,285.36,Custom,,2457205453904848722,,2457205453904848722,2069,19,Tmall
55,1,253.67,JY206312544598,06/02/2022,22,76,CNY,3760095,286.65,Custom,,2452206312518409225,,2452206312518409225,2069,19,Tmall
1861,1,153.65,JY209318244601,09/02/2022,22,76,CNY,3760095,173.63,Custom,,1485209318233724388,,1485209318233724388,2069,19,Tmall
1861,1,153.65,JY210217644599,07/02/2022,22,76,CNY,3760095,173.63,Custom,,2454210217680678539,,2454210217680678539,2069,19,Tmall
55,1,246.36,JY210320544601,09/02/2022,22,76,CNY,3760095,278.39,Custom,,2458210320552060460,,2458210320552060460,2069,19,Tmall
2846,1,246.36,JY211623444601,09/02/2022,22,76,CNY,3760095,278.39,Custom,,1485211623485634387,,1485211623485634387,2069,19,Tmall
1855,1,118.26,JY212333344598,06/02/2022,22,76,CNY,3760095,133.63,Custom,,2453212333308051516,,2453212333308051516,2069,19,Tmall
1855,1,118.26,JY213497444601,09/02/2022,22,76,CNY,3760095,133.63,Custom,,2459213497467313226,,2459213497467313226,2069,19,Tmall
1855,1,157.41,JY215869344602,10/02/2022,22,76,CNY,3760095,177.87,Custom,,1485215869336519986,,1485215869336519986,2069,19,Tmall
1408,1,205.94,JY216146744600,08/02/2022,22,76,CNY,3760095,232.71,Custom,,2457216146725853569,,2457216146725853569,2069,19,Tmall
1855,1,118.26,JY216606144600,08/02/2022,22,76,CNY,3760095,133.63,Custom,,2456216606115393246,,2456216606115393246,2069,19,Tmall
55,1,251.11,JY216826544602,10/02/2022,22,76,CNY,3760095,283.75,Custom,,2461216826534049321,,2461216826534049321,2069,19,Tmall
1243,1,118.26,JY220497544602,10/02/2022,22,76,CNY,3760095,133.63,Custom,,2461220497589046970,,2461220497589046970,2069,19,Tmall
1861,1,118.26,JY223463744600,08/02/2022,22,76,CNY,3760095,133.63,Custom,,2458223463738517807,,2458223463738517807,2069,19,Tmall
1953,1,320.5,JY224262344601,09/02/2022,22,76,CNY,3760095,362.17,Custom,,2459224262321917165,,2459224262321917165,2069,19,Tmall
1192,1,320.5,JY224262344601,09/02/2022,22,76,CNY,3760095,362.17,Custom,,2459224262321917165,,2459224262321917165,2069,19,Tmall
1954,1,320.5,JY224262344601,09/02/2022,22,76,CNY,3760095,362.17,Custom,,2459224262321917165,,2459224262321917165,2069,19,Tmall
60,1,210.96,JY226079144602,10/02/2022,22,76,CNY,3760095,238.39,Custom,,2461226079178161103,,2461226079178161103,2069,19,Tmall
1855,1,158.41,JY229263644598,06/02/2022,22,76,CNY,3760095,179.0,Custom,,2454229263619552156,,2454229263619552156,2069,19,Tmall
80,1,235.86,JY231912544601,09/02/2022,22,76,CNY,3760095,266.52,Custom,,2457231912558690114,,2457231912558690114,2069,19,Tmall
1409,1,307.52,JY232341244602,10/02/2022,22,76,CNY,3760095,347.5,Custom,,2461232341289069452,,2461232341289069452,2069,19,Tmall
1408,1,166.18,JY235439044598,06/02/2022,22,76,CNY,3760095,187.78,Custom,,1483235439071488583,,1483235439071488583,2069,19,Tmall
51,1,253.98,JY235477044600,08/02/2022,22,76,CNY,3760095,287.0,Custom,,2457235477035666840,,2457235477035666840,2069,19,Tmall
