"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2460932967497531057",="2460932967497531057","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","285.70","285.70","没有申请退款","无退款申请","2022-02-10 12:01:08","2022-02-10 12:01:19"
="2460910791448446018",="2460910791448446018","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000314","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000314",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 11:52:33","2022-02-10 11:52:39"
="1485488463905371298",="1485488463904371298","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 11:49:32","2022-02-10 11:49:37"
="1485488463906371298",="1485488463904371298","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100915","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100915",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 11:49:32","2022-02-10 11:49:37"
="2458822572954450312",="2458822572954450312","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000314","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000314",="null","286.79","286.79","没有申请退款","无退款申请","2022-02-10 11:47:41","2022-02-10 11:47:53"
="2460264158417567209",="2460264158417567209","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","366.00","366.00","没有申请退款","无退款申请","2022-02-10 11:42:07","2022-02-10 11:42:14"
="2459901997766567209",="2459901997766567209","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","等待买家付款","9343443000833",="null","0.00","0.00","没有申请退款","无退款申请","2022-02-10 11:41:41",""
="2458745100779531057",="2458745100779531057","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443000321",="null","285.70","285.70","退款成功","285.70","2022-02-10 11:20:04","2022-02-10 11:20:13"
="2460799731101546706",="2460799731101546706","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 11:13:37","2022-02-10 11:13:41"
="2458714896895735841",="2458714896895735841","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 11:11:19","2022-02-10 11:11:26"
="2458705140263046354",="2458705140263046354","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000314","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000314",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-10 11:07:04","2022-02-10 11:07:09"
="2459766889824142013",="2459766889824142013","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 10:59:33","2022-02-10 11:00:03"
="1485436191863875995",="1485436191863875995","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","160.61","没有申请退款","无退款申请","2022-02-10 10:58:10","2022-02-10 10:58:16"
="2459765341178731720",="2459765341178731720","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004251","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004251",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-10 10:57:45","2022-02-10 10:57:49"
="2460743247725995464",="2460743247725995464","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","160.61","没有申请退款","无退款申请","2022-02-10 10:57:29","2022-02-10 10:57:44"
="2460733563732346406",="2460733563732346406","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000314","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000314",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-10 10:54:29","2022-02-10 10:54:35"
="2459722861453101625",="2459722861453101625","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000314","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000314",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-10 10:42:14","2022-02-10 10:42:23"
="1485412935978368291",="1485412935978368291","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-10 10:27:05","2022-02-10 10:27:15"
="2458595520155023000",="2458595520155023000","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000314","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000314",="null","285.39","285.39","没有申请退款","无退款申请","2022-02-10 10:25:16","2022-02-10 10:25:27"
="2459661445945444060",="2459661445945444060","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","363.22","363.22","没有申请退款","无退款申请","2022-02-10 10:15:54","2022-02-10 10:15:59"
="2458567872096843228",="2458567872096843228","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","139.00","139.00","没有申请退款","无退款申请","2022-02-10 10:11:35","2022-02-10 10:12:03"
="1485287761276332599",="1485287761276332599","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","133.63","118.40","没有申请退款","无退款申请","2022-02-10 10:06:33","2022-02-10 10:06:55"
="2460560403104642652",="2460560403104642652","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002059","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易关闭","9343443002059",="null","173.63","173.63","退款成功","173.63","2022-02-10 09:26:03","2022-02-10 09:26:22"
="2458483092680947443",="2458483092680947443","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","280.74","280.74","没有申请退款","无退款申请","2022-02-10 09:20:13","2022-02-10 09:20:20"
="2458474416094009768",="2458474416094009768","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 09:11:22","2022-02-10 09:11:33"
="2458457028700008433",="2458457028700008433","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-10 09:01:25","2022-02-10 09:01:41"
="1484402016139402090",="1484402016139402090","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 08:59:30","2022-02-10 08:59:40"
="1485369555037987789",="1485369555037987789","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","289.43","289.43","没有申请退款","无退款申请","2022-02-10 08:52:54","2022-02-10 08:52:57"
="2459864882315153103",="2459864882315153103","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","2","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443005913",="null","352.19","352.19","没有申请退款","无退款申请","2022-02-10 08:14:13","2022-02-10 08:14:27"
="2458404576233217707",="2458404576233217707","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","285.78","285.78","没有申请退款","无退款申请","2022-02-10 08:01:30","2022-02-10 08:01:33"
="2460459135718023800",="2460459135718023800","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-10 07:48:18","2022-02-10 07:48:32"
="1485348855788800597",="1485348855788800597","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","279.16","279.16","没有申请退款","无退款申请","2022-02-10 07:32:00","2022-02-10 07:32:07"
